ALFA HOSPITALS
Comprehensive Hospital Price List
"Effective Date: September 19, 2025"
EFFUSION FOR CYTOLOGY,,"100,000"
ELECTROLYTES,,"39,000"
ENZYMES,,"55,000"
Erythrocyte Sedimentation Rate (ESR),,"6,500"
Estradiol (E2),,"52,000"
Exfoliative Cytology All Smears - Processing and Interpretation,,"85,000"
FBS,,"5,500"
FERRITIN,,"50,000"
Follicular Stimulating Hormone (FSH),,"32,000"
FREE T3,,"32,000"
FREE T4,,"32,000"
FSH,,"32,000"
Full Blood Picture(FBP),,"15,500"
Gamma GT (GGT),,"13,000"
GGT,,"13,000"
GLOBULIN,,"25,000"
Glucose- Fasting,,"6,000"
GLUCOSE FASTING SERUM,,"20,000"
GLUCOSE-RANDOM SERUM,,"20,000"
Glucose-RBS,,"5,500"
GONDAL STATUS STANDARD,,"240,000"
H. Pylori Antigen,,"32,000"
HB,LEVEL,"5,500"
HB ELECTROPHORESIS,,"52,000"
Item,Price
HBA 1C (Glycosylated Hemoglobin),"39,000"
HBsAb,"45,000"
HBsAg,"32,000"
HCV,"32,000"
HDL,"13,000"
Hemoglobin (HB),"5,500"
HEP B CORE AB,"52,000"
Hepatitis A IgM Antibody,"32,000"
Hepatitis B Antibody Tests,"32,000"
Hepatitis C Antibody Test,"32,000"
HISTOLOGY (BIOPSY),"100,000"
HIV,"18,000"
HUMAN GROWTH HORMONE,"75,000"
Indirect coombs test,"30,000"
INSULIN LEVEL,"85,000"
IRON STUDIES,"39,000"
LDH,"20,000"
LDL,"13,000"
LDL Cholesterol (Calculated),"13,000"
LH,"32,000"
LIPASE,"32,000"
LIPID PROFILE,"39,000"
LIVER FUNCTION TEST,"90,000"
MAGNESIUM,"13,000"
Malaria Blood Smear (B/S),"5,500"
Malaria Rapid Diagnostic Test (MRDT),"5,500"
MYOGLOBIN,"65,000"
OESTROGEN,"52,000"
OGCT 50GRMS,"20,000"
OGTT 100 GMS FOR PREGNANCY,"30,000"
OGTT 75 GRAMS,"30,000"
Oral Glucose Tolerance Test (GTT),"30,000"
PAP SMEAR,"85,000"
PCR FOR HIV DNA,"215,000"
PERIPHERAL SMEAR,"25,000"
PHOSPHOROUS,"15,000"
Item,Price
PLEURAL FLUID GLUCOSE,"20,000"
PLEURAL FLUID LDH,"35,000"
PLEURAL FLUID TOTAL PROTEIN,"25,000"
Pleural/Peritoneal Fluid Culture and Sensitivity,"50,000"
Posprandial glucose,"5,500"
POTASSIUM,"13,000"
PPBS,"5,500"
Progesterone,"45,000"
Prolactin,"32,000"
Prothrombin Time-International Normalised Ration (PT-INR),"32,000"
Prothrombin/Thrombin Time (PT),"32,000"
PSA,"45,000"
PTH,"165,000"
Rapid Diagnostic Tests (RDT) at Point - of- Care (POC),"6,500"
RAPID MALARIA ANTIGEN TEST,"6,500"
RBS,"5,500"
RENAL FUNCTION TEST,"39,000"
RETICULOCYTE COUNT,"7,000"
RF FACTOR,"20,000"
ROTA virus,"20,000"
ROTA/ADENO VIRUS,"25,000"
"Rubella IgG,IgM","65,000"
SEMEN ANALYSIS,"45,000"
Serum ALT (SGPT),"13,000"
Serum Amylase,"20,000"
Serum Calcium,"20,000"
Serum Carbamazepine,"35,000"
Serum Carbon Dioxide,"13,000"
Serum Chloride,"13,000"
Serum Cholesterol,"13,000"
Serum C-Reactive Protein,"20,000"
"Serum Creatine Kinase - (CK, CK - MB, MB%/BB/MM)","32,000"
Serum Digoxin,"35,000"
Serum Ferritin,"50,000"
Serum HDL Cholesterol,"13,000"
Serum Iron,"39,000"
Item,Price
Serum Lipase,"32,000"
SERUM LITHIUM LEVEL,"80,000"
Serum Magnessium,"13,000"
Serum Phosphorus,"13,000"
Serum Potassium,"13,000"
Serum Sodium,"13,000"
Serum Triglycerides,"13,000"
Serum Troponin,"65,000"
Serum/Blood Creatinine,"13,000"
Sickling Test,"8,000"
Sickling test,"8,000"
SKIN SCRAPPING,"50,000"
SODIUM,"13,000"
SPUTUM - AFB,"35,000"
Stool Analysis,"5,500"
Stool Occult Blood,"13,000"
STOOL ROUTINE,"5,500"
T B ANTIBODIES,"32,000"
Testosterone,"45,000"
Testosterone level,"45,000"
THYROID ANTIBODIES,"200,000"
"Thyroid Function Tests (FT3,FT4,TSH for each )","90,000"
THYROID PROFILE,"90,000"
TORCH,"195,000"
Total Protein,"13,000"
TOTAL PROTEIN,"13,000"
TOTAL PROTEIN-CSF,"18,000"
TOXOPLASMA,"75,000"
Toxoplasmosis IgG,"75,000"
TPHA,"52,000"
TRIGYLCERIDES,"13,000"
TROPONIN T,"65,000"
TSH,"32,000"
UPT,"6,500"
UREA,"13,000"
Uric Acid,"13,000"
Item,,Price
Urinalysis,,"5,500"
URINE CREATININE,,"30,000"
Urine Culture and Sensitivity,,"45,000"
Urine For Pregnancy Test (UPT),,"6,500"
"Urine Protein (Albumin, Globlin, e.t.c)",,"35,000"
URINE ROUTINE,,"5,500"
VDRL,,"13,000"
Venerial Disease Research Laboratory (VDRL),,"13,000"
VITAMIN B12,,"70,000"
VITAMIN D(25-HYDROXY),,"130,000"
VLDL,,"25,000"
Widal Test,,"20,000"
ALVEOLOCTOMY,,"60,000"
APICEOTOMY,,"500,000"
BLEACHING/WHITENING TEETH,,"480,000"
COMPLICATED EXTRACTION REQUIRING SUTURE,"75,000","75,000"
CORE BUILDING,,"180,000"
CROWN EXPOSURE,,"150,000"
DENTURE REALIGHNING (UPPER/LOWER),,"180,000"
DENTURE REPAIR,,"50,000"
DISSECT TOOTH 23CM,,"26,000"
DISSECTNTOOTH 24CM,,"12,000"
EACH ADDITIONAL TOOTH,,"50,000"
EXTRACTION DECIDOUS TOOTH (SIMPLE),,"50,000"
EXTRACTION OF DECIDIOUS TOOTH (UNDER LA),,"50,000"
EXTRACTION OF IMPACTED TOOTH (STRAIGHT),,"180,000"
EXTRACTION OF LAST UPPER MOLAR,,"72,000"
EXTRACTION OF PERMANENT TOOTH,,"45,000"
EXTRACTION PERMANENT,,"60,000"
EXTRACTION PERMANENT,,"85,000"
Extraction-Deciduous Tooth,,"100,000"
Extraction-Permanent Tooth,,"100,000"
FISSURE SEALANT PER UNIT,,"72,000"
FLAPPY EXCISION PER QUADRANT,,"150,000"
FLUORIDE APPLICATION (PER SITTING),,"30,000"
FULL DENTURE (UPPER and LOWER),,"760,000"
Item,Price
HORIZONTAL IMPACTION EXTRACTION,"300,000"
INTRA-MAXILLIARY WIRE FIXATION (IMF),"360,000"
LOWER OR UPPER DENTURE,"480,000"
MANUAL DISLOCATION REDICTION,"120,000"
PARTIAL DENTURE UP TO 5TH TEETH (LOWER/UPPER),"180,000"
PERIAPCAL X-RAY,"10,000"
PERMANENT FILLING,"75,000"
"PERMANENT FILLING (COMP,AMALG,GIC)","72,000"
Permanent tooth Filling (per tooth),"80,000"
PORCELIEN BRIDGE PER UNIT,"360,000"
PRE and POST OPER.-GEN MAINT. EXER,"25,000"
PULPOTOMY IN DECIDUOUS TOOTH,"96,000"
PULPOTOMY IN PRIMARY TOOTH,"96,000"
RCT DRESSING,"10,000"
ROOT CANAL POSTERIOR,"350,000"
ROOT CANAL TREATMENT (ANTERIOR),"300,000"
ROOT REMOVAL,"86,000"
SCALING AND POLISHING,"60,000"
SCALING AND POLISHING,"60,000"
SCALING AND POLISHING,"139,000"
Teeth Filling Temporary,"80,000"
TEMPORARY FILLING,"60,000"
TEMPORARY FILLING,"57,000"
Tooth Extraction-Complex,"80,000"
ToothFilling With Pin Additional,"100,000"
TREATMENT OF BLEEDING SOCKET,"36,000"
TREATMENT OF DRY SOCKET,"36,000"
TREATMENT OF INFECTED SOCKET,"36,000"
WIRE REMOVAL,"72,000"
OPTHALMOLOGY,,
Item,,Price
OPTICAL PRODUCT 60,,"60,000"
OPTICAL PRODUCT 80,,"80,000"
OPTICAL PRODUCT 100,,"100,000"
OPTICAL PRODUCT 120,,"120,000"
OPTICAL PRODUCT 130,,"130,000"
OPTICAL PRODUCT 150,,"150,000"
OPTICAL PRODUCT 200,,"200,000"
OPTICAL PRODUCT 250,,"250,000"
FRAME 20,,"20,000"
FRAME,100,"100,000"
FRAME 150,,"150,000"
FRAME,200,"200,000"
FRAME,250,"250,000"
FRAME,300,"300,000"
FRAME,350,"350,000"
FRAME,400,"400,000"
FRAME,500,"500,000"
VISUAL ACUITY,,"10,000"
REFRACTION,,"20,000"
TONOMETRY,,"20,000"
FUNDOSCOPY,,"30,000"
GONIOSCOPY,,"30,000"
B SCAN,,"50,000"
A SCAN,,"50,000"
FUNDUS PHOTOGRAPY,,"50,000"
PHARMACEUTICAL SUPPLIES,
Item,Price
ABDOMINAL PACKS,"1,000"
Absorbant cotton Gauze 90cm x 100meters (Neosafe),"75,000"
Aceclofenac + Paracetamol 100/500mg (Algic P),480
Aceclofenac 100mg tabs (FORTEFEN),600
Aceclofenac tabs 100mg (ACEFEN),600
Acetylsalicylic Acid 100mg (BAYER),280
Acetylsalicylic Acid 75mg (ASCARD),280
ACNE FREE,"23,500"
Acyclovir 200mg tabs,400
Acyclovir 400mg tabs,928
Acyclovir Cream Cream 5%,"8,000"
Acyclovir Eye ointment 3%,"6,500"
Adapalene gel 0.1%,"26,500"
Adrenaline Inj lmg in lmL,"2,600"
ADSORBENT GAUZE SWABD 12PLY,"43,700"
Albendazole (Abzee) 400mg tablets,"4,000"
Albendazole (Zentel) 400mg,"4,000"
Albendazole (Zentel) 400mg/20Ml,"11,800"
ALBENDAZOLE OS (FINAZOLE 400 S) 10ML,"4,500"
Albendazole Suspension 10ml (Abzee),"2,200"
ALBENDAZOLE TABS 200MG,"3,500"
ALFUZOSIN 10MG TABS (FLOTRAL),"4,000"
ALLERGY TESTING,"50,000"
Allopurinol 300mg tab,950
Allupurinol 100 mg,400
AMIKACIN 500MG INJECTION - LANOMYCIN,"29,500"
Aminophyline Inj 25mg/mL in 10mL,"3,500"
Aminophylline 100mg,150
Amitriptyline-Hydrochloride 25mg,250
Amlodipine 10mg tabs (AMTAS),800
AMLODIPINE 5MG KARDAM,300
Amlodipine 5mg tab (AMTAS),350
Amlodipine 5mg tabs (DENK),350
Amlodipine Besylate 10mg Tabs (Coram10),800
Amlodipine Besylate 5mg (AMLOSUN),450
Item,,Price
Amoxicillin + Clavulanic acid 156.25mg/5ml suspension,,"28,000"
Amoxicillin 500 + Clav 125 (AUGMOKS 625),,"3,200"
Amoxicillin 500 + Clavulanate potassium 125mg tabs,,"3,200"
AMOXICILLIN CAPS 250MG (SPAMOX-250),,200
AMOXICILLIN CAPSULES 250MG,,100
AMOXICILLIN CLAVULANIC ACID SUSP 156.25MG/100MLS (CLAVAM),,"31,741"
AMOXICILLIN SUSP. 125MG/5ML 100ML BTL (SPAMOX),,"4,000"
AMOXICILLIN+CLAVULANATE SYRP 228.5MG,,"31,000"
AMOXYCILLIN 125MG/5L,100MLS (KEMOXYL),"4,000"
Amoxycillin 125mg/5ml (Amoxigran),,"4,000"
Amoxycillin 250mg caps (AMYN -250),,200
AMPICILLIN & CLOXACILLIN SUSP 125/125 100ML BTL (SPAMCLOX),,"4,500"
AMPICILLIN + CLOXACILLIN 250+250MG (SPAMCLOX),,452
Ampicillin + Cloxacillin 250mg + 250mg (CLAMOVID),,475
Ampicillin + Cloxacillin Inj 500mg,,"3,600"
Ampicillin + Cloxacillin Susp 250mg/5m1,,"7,400"
AMPICLOX INJECTION (AMPOXIN),,"5,000"
Antacid liquid preparation 125ml (MUCOGEL),,"12,500"
Antacid Suspension 100ml bottle (ALUGEL),,"7,000"
Anti acids liquid prep. 250-350m1,,"12,000"
Anti Dandruff Medical Shampoo 60ml Bottle,,"40,000"
Anti haemorrhoids Ointment 25Gm,,"30,000"
Anti Microbial Foam Dressing 8.9cm x 8.9cm,,"5,500"
Anti-D Immunoglogulin injection,,"305,440"
ANUSOL Ointment 25gm (anti-haemrrhoids),,"45,000"
Anusol suppositories,,"3,200"
Artefan 80/480Mg Tablets p24,,"8,000"
Artemether 20mg + Lumefantrine 120mg (LUMARTEM),,150
Artemether Inj 40mg/0.5m1,,"3,000"
Artemether Inj 80mg/m1 in 2m1,,"4,200"
Artemisinin and PiperaquineTABS 62.5mg /375mg,,"4,400"
ARTEQUIN 600/750 LACTAB,,"37,500"
Artequin Paediatric Stickpack - 50mg artesunate 125mg mefloquine - for 10-20kg weight -,,"35,000"
Artesunate for iv/im 30mg,,"5,000"
ARTHEMTHER INJECTION 100MG (ARTENAM),,"19,250"
Ascorbic acid tabs 100mg,,150
Item,,,Price
Asorbic Acid Tablets 5mg,,,150
Atenolol 50mg,,,325
Atorvastatin 10mg,,,"1,000"
Atorvastatin 20mg,,,"1,000"
Atracurium 50Mg/5Ml Injection (Tracrium),,,"100,400"
Atropine Inj lmg/mL in lmL,,,"3,500"
AUGMENTIN TAB 625MG,,,"4,700"
Auto transfusion,,,"40,000"
Azithromycin (Zimax) 200MG/ML,,,"6,500"
Azithromycin 500mg,,,"3,000"
Azithromycin Capsule,250mg,(AZITH 250),"2,000"
Azithromycin Suspension (ATM),,,"6,000"
Azithroymcin 250mg tabs (ZITHRORIV),,,"2,000"
BABY MASK,,,"21,000"
BANDAGE - Antimicrobial 6ply bandage 4.5inch,,,"7,500"
BBE Lotion 100mls,,,"3,850"
Bendroluazide 5mg,,,200
"Benzyl Penicillin Sodium 5,000,000I.U",,,900
"Betaderm NM Cream (Betamethasonel, Miconazole, Neomycin)",,,"7,500"
Betahistine 8mg tab,,,"1,200"
Betamethasone + Gentamycin Eye Drops 5m1,,,"3,500"
Betamethasone + Neomycin Eyedrops (Probeta N),,,"4,725"
Betamethasone and Salicylic Acid Ointment 30Gm,,,"15,200"
Betamethasone Dexchlorpheniramine maleate tabs (Celestamine),,,"1,200"
BETAMETHASONE SODIUM EYE/EAR DROPS 10MILS,,,"2,000"
Betamethasone Valerate cream/oint 0.1% in 15g tube,,,"7,000"
BETAMETHASONE VALERATE OINTMENT 15GM (MEDIVEN),,,"6,000"
BETAMETHASONE+GENTAMYCIN+CLOTRIMAZOL E,,,"4,600"
BETAMETHOSONE VALERATE CREAM 15GM (MEDIVEN),,,"6,000"
BIFONAZOLE (NELTOLON),,1% 15ML,"6,500"
Bisacodyl 5mg,,,120
Blood Giving Set,,,"2,200"
Boric Acid Ear drops 10mls,,,"2,500"
Bromazepam 1.5mg (PASCALIUM),,,950
Bromocriptine 2.5mg,,,"1,332"
BRUSH - THEATRE CLEANING SUPPLIES (NOT FOR PRESCRIPTION),,,"1,900"
Item,,Price
budecort 200mcg,,"20,000"
Budecort Respules 0.5mg,,"3,720"
Budesonide Inhaler 100mcg per dose (BUDECORT -100),,"24,850"
Bupivacaine Heavy,,"22,750"
Bupivacaine Hydrochloride Injection BP 0.5% (20ml Bupican),,"22,750"
Bupivacaine Plain,,"22,750"
Calamine Oint/ Lotion 100m1,,"5,000"
"Calcium (Calcium,Magnesium,Zinc & Vitamin D3) tabs",,"3,500"
Calcium Gluconate 2.2mmol CA+ 10ml injection,,"8,000"
Calcium Supp Soft gels (Cal phos 150mg +Cal Carb 50mg),,552
Candersatan Tabs 8 MG,,"3,500"
Canula 16G,,"1,000"
Canula 18G,,"1,000"
Canula 20G,,"1,000"
Canula 22G,,900
Canula 24G,,"1,000"
Captopril 25mg,,650
Carbamazepine 200mg tab,,328
Carbimazole 5mg,,376
Carvedilol 6.25mg tab,,572
CEFADROXIL SUSPENSION 250MG/5ML,,"28,000"
Cefalexin 125mg/5ml,,"7,175"
CEFAPERAZONE SALBACTAM 1GM,,"52,500"
Cefixime dry syrup 60ml (TAXIM-O),,"16,500"
CEFIXIME TAB,(TOP CEF),"4,900"
Cefotaxime 1g IV/IM,,"10,500"
Cefpodoxime (Orelox) 100Mg,,"4,000"
Cefpodoxime (Proxetil) 200mG,,"5,950"
Cefpodoxime 100mg/5ml/ 50ml (Proxetil) Cefodox,,"40,500"
Cefprozil 125mg/5ml susp.{Aurozil},,"34,000"
Cefprozil 250/5ml susp{Aurozil},,"50,000"
CEFTRIAXONE (MESPORIN 2G) IV MEPHA,,"81,000"
Ceftriaxone 1g (Epicephin) IV,,"23,800"
Ceftriaxone 1gm,,"12,537"
Cefuroxime 250mg Tabs,,"2,000"
Cefuroxime Susp 125mg/5mL (KEFROX),,"26,250"
Item,,Price
Cephalexin 125mg/5m1 in100mL,,"20,500"
"Cephalexin 500mg,",,600
Cetirizine Hydrochloride Tablets 10mg (ALERID),,250
CETIRIZINE SYRUP,,"3,850"
Cetirizine tabs,,500
Chloramphenicol Capsules 250mg (CHLOROKANT- 250),,100
Chloramphenicol Ear/Eye drops 5% in 10m1,,"2,500"
Chloramphenicol eardrops,,"2,500"
Chloramphenicol Eye Oint 1%,,"2,500"
Chloramphenicol syrup 100mls,,"5,960"
CHLORHEXIDINE GLUCONATE & CETRIMIDE SOLUTION,,"98,000"
Chlorompenical eye drops .5% in 10ml (Comycetin),,"5,000"
Chlorphenamine syrup 2mg/5ml (Pirizen Syrup),,"3,200"
Chlorpheniramine maleate 4mg,,100
Chlorpropamide 250mg (DIBONIS),,130
Chorionic Gonadatrophin 5000 i.u injection,,"120,000"
Cidex Opa Solution,,"350,000"
CIDEX SOLUTION - UNIDEX 5LTR BOTTLE,,"75,000"
Cidezyme Detergent,,"18,000"
Cimetidine 400mg tabs,,450
Ciprofloxacillin Eye & Ear drops 10ml,,"4,550"
Ciprofloxacin,500mg (Ciproriv),"1,070"
Ciprofloxacin 500mg,,320
Ciprofloxacin 500mg MEPHA,,"7,385"
Ciprofloxacin IV solution 2mg/mL in100mL,,"4,500"
Ciprofloxacin tabs 500mg (ASFLOX-500),,250
Ciprofloxacin tabs 500mg (LADININ),,"2,695"
CITALOPRAM,20MG,"3,500"
Clarithromycin Tabs 500mg (Clarem),,"3,300"
Clarythromycin 250mg tabs (NEOKLAR),,"3,250"
Clarythromycin 500mg (CLARIE),,"3,000"
Clarythromycin Syrup 125MG/5ML (NEOKLAR )100 ML,,"21,000"
Clobetasol Propionate Cream 25gm tube,,"15,200"
Clobetesal Propionate Cream 0.05% 10mg tube,,"15,200"
"CLO-BKO (cod liveroil, b1,2,6,nicotina) IND 318mg Caps",,"1,300"
Clomiphene 50mg,,"1,000"
Item,,Price,
Clopidogrel 75mg,,,"2,000"
CLOTRIMAZOLE 1% hydrocortisone 1% CREAM,20GM (UNISTEN HC),,"8,700"
Clotrimazole Cream 1% in 20g tube,,,"3,500"
Clotrimazole cream 15gm (Clotrilin V Cream),,,"4,000"
CLOTRIMAZOLE CREAM 20GM (DERMOSPORIN),,,"3,500"
Clotrimazole Cream Denk 1% in 20g tube,,,"19,250"
Clotrimazole Ear Drops 15ml (Candid),,,"11,200"
Clotrimazole Lotion (Candid) 1%,,,"6,000"
Clotrimazole V cream 30gm,,,"8,000"
Clotrimazole V Cream USP 2% 15g tube,,,"14,000"
clotrimazole vaginal pessary 100mg (GYNEST) 6 TABS,,,"13,500"
Cloxacillin 250mg,,,200
COARTEM 20MG/120MG PAEDIATRIC,,,"1,500"
Co-Artesiane (Artemether 180Mg +Lumefantrine 1080) 60Ml,,,"37,500"
Co-Artesiane (Artemether 360Mg +Lumefantrine 2160) 120Ml,,,"36,000"
cobalamin 500mg,,,550
COLD CAPS (para 400mg + caff30mg + psuedoeph30mg + chloropen4mg),,,400
Coldril syrup,,,"5,000"
Condoms - variety,,,"4,000"
Cord Clamp,,,200
Co-Timoxole tabs 960mg (SUPRIM),,,150
Co-trimoxazole 480mg tabs,,,150
Co-trimoxazole suspension 240mg/5mls,,,"3,000"
Cotton bandage 15cm (pack of 12),,,"4,500"
Cotton bandage 5cm (pack of 12),,,"2,500"
Cotton for POP 15cm x 2.6m (NEOCAST),,,"3,500"
Cotton Wool 50 gm,,,"2,000"
Cotton Wool 500 gm,,,"7,000"
CREPE BANDAGE 100MM*4M,,,"6,183"
Crepe bandage 15cm,,,"5,850"
"CREPE BANDAGE 3""",,,"3,500"
"CREPE BANDAGE 4""",,,"3,500"
"Cytidine Monophasphates+Uridine Triphosphate,Forte",,,"23,664"
"Cytidine Monophasphates+Uridine Triphosphate,Forte Caps{Nucleo CMP}",,,"2,464"
Desloratidine 5mg tab (Dazit),,,"2,160"
Dexamethasone + Chloramphenicol (Phenidex),eye drops 5m1,,"12,400"
Item,,Price
Dexamethasone + Neomycine USP Ear/Eye drops (DEXWIN),,"3,000"
Dexamethasone Inj,,"6,000"
Dextrose 10% IV Solution (D10) 500m1,,"6,000"
Dextrose 5% and Salin,IV Solution (DNS) 500m1,"19,200"
Dextrose 5% IV Solution (D5) 500m1,,"3,200"
Dextrose 50%,,"26,250"
DIAZEPAM 5MG TAB,,150
Diazepam 5mg/mL in 2mL,,"2,300"
Diclo-Denk (Diclofenac Sodium) 100Mg Retard,,"1,200"
Diclofenac Gel,,"4,500"
Diclofenac Injection,,"3,500"
Diclofenac Injection Denk,,"4,400"
Diclofenac pot + paracetamol chl tabs (FLAMAR),,820
Diclofenac Potassium 50mg tabs,,600
DICLOFENAC SODIUM 100MG SR (OLFEN),,"4,700"
Diclofenac Sodium 50Mg + Paracetamol 500Mg Tabs (DICLOPAR),,200
Diclofenac Sodium 50mg tabs,,"1,200"
DICLOFENAC SODIUM GEL 20GM (MEPHA),,"30,000"
Diclofenac-Rectal Suppository 100mg,,"4,000"
Digital Thermometers _ nursing (not for prescriptio,,"3,500"
Digoxin 0.25 tabs,,500
Dihydroartemisinin + Piperaquine 40mg/320mg,,"3,000"
Diprofos Injection,,"20,000"
DISCARDIT disposable 2ml Syringe BD,,650
Disodium Hydrogen citrate 100m1,,"11,200"
DISPOSABLE INSULIN SYRINGE 1ML (NEOJECT),,700
DISPOSABLE SYRINGE 10CC,,500
DISPOSABLE SYRINGE 5CC,,500
disposable theater gown,,"17,500"
Domperidone 10mg tabs,,350
Domperidone Syrup,,"8,500"
Dopamine hydrochloride 40mg/mL in 5mL,,"22,000"
Doxycycline 100mg,,250
Duo-Cotexin 40mg,,800
Duphastone (Dydrogesterone) 10Mg,,"4,760"
ECG ELECTRODES - PACK (NOT FOR PRESCRIPTION),,"135,000"
Item,,,Price
ECG PAPER - PER ROLL,,,"50,000"
ECODEX G CREAM 10grams tube,,,"5,250"
Enalpril 10mg,,,"1,200"
Enalpril 5mg,,,500
Endotrachael Tube Cuffed 8.0,,,"7,400"
Endotracheal Tube Cuffed 3.5,,,"7,400"
Endotracheal Tube Cuffed 4.0,,,"7,100"
Endotracheal Tube Cuffed 4.5,,,"7,400"
Endotracheal Tube Cuffed 5.0,,,"7,400"
Endotracheal Tube Cuffed 5.5,,,"7,400"
Endotracheal Tube Cuffed 6.0,,,"7,400"
Endotracheal Tube Cuffed 6.5,,,"7,700"
Endotracheal Tube Cuffed 7.0,,,"5,500"
Endotracheal Tube Cuffed 7.5,,,"7,400"
Endotracheal Tube Uncuffed 16FR,,,"7,100"
Endotracheal Tube Uncuffed 2.0,,,"7,400"
Endotracheal Tube Uncuffed 2.5,,,"7,400"
Endotracheal Tube Uncuffed 3.0,,,"7,400"
Endotracheal Tube Uncuffed 3.5,,,"7,400"
Endotracheal Tube Uncuffed 4.0,,,"7,400"
Endotracheal Tube UnCuffed 8FR,,,"7,100"
Enoxaparin 40mg inj,,,"24,000"
Enoxaparin 60mg Injection,,,"24,000"
Ephedrine,Nasal Drops 1%,in 10m1,"6,000"
Ephedrine Adult Nasal drops 5% (Isoryn),,,"6,000"
Ephedrine HCI Injection 1ml (for IM & IV),,,"6,000"
ePHEDRINE HCL \8 THEOPHYLLINE - GIFOLS,,,750
Ephedrine Pediatric Nasal Drops 0.5% (Isoryn),,,"3,000"
EPLERENONE TABS,,,"4,200"
Ergometrine,0.2mg/mL in lmL,,"3,600"
Ergometrine 0.5mg/mL in 2mL,,,"3,600"
Erythromycin 125mg/5mLin100mL,,,"6,500"
Erythromycin 250mg,,,300
Erythropoietin/Nanokine/Epo/Wepox Inj.,,,"75,000"
ESCITALOPRAM 10mg,,,"1,575"
Etamsylate 500mg,,,"2,700"
Item,,Price
Evening Primrose Oil 500Mg,,700
Face Mask,,"18,000"
FEBUXOSTAT 40MG TABS,,"3,000"
Feeding Tube Adult - FG12,,"2,500"
Feeding Tube Adult - FG14,,"2,500"
Feeding Tube Adult - FG16,,"2,500"
Feeding Tube Adult - FG18,,"2,500"
Feeding Tube Infant -FG10,,"1,500"
